line,annotated
[Couplet 1],0
"De la lumière à l'ombre, on est en bas d'ton hall",1
"Un équipage sombre, des gants noirs : c'est ma clique",1
"Paris c'est Poudlard,",1
Medellín c'est magique,1
"C'est pas moi qui danse, c'est mes djinns qui m'agitent",1
"J'te reconnaîtrai, j'te reconnais traître",1
"Ça va, ça vient, ça repart dans une boîte",1
Des matins le soleil se lève pour tout l'monde,1
Des matins la BAC se lève que pour oit,1
"Si t'essayes de m'faire, tu t'réveilles assez tôt",1
Acheter des balles et vider l'chargeur ça détend,1
J'suis pas devenu un loup pour finir en chien,1
"Ouais vas-y l'ancien,",0
mange tant qu't'as des dents,1
"Quand la vie nous balafre, c'est d'la haute couture",1
On assume la suite sous 2 grammes de peuf',1
"Les carottes sont cuites, personne parle de meuf",1
"Personne parle de fuite, trouve-moi des balles de 9",1
"J'suis moitié Bakyl, j'suis moitié Calabre",1
Deux dragons dans mon dos quand toi t'es pas là,1
"La sauce emboîtée, pousse-toi j'ai l'doigté",0
"Pousse moi d'la machin, j'te fais l'Guatemala",1
J'ai déjà tout lâché dans les bras d'mon frère,0
Crache pas l'nom des morts,1
", sans remords tu crames",0
"Les regrets d'une vie, les larmes d'un homme ne couleront jamais comme les pleurs d'une femme",0
Fianso,1
[Refrain],0
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
"Alger, Paris, Bagdad (",0
"ouais, ",0
ouais,0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
[Couplet 2],0
Sache que j'ai besoin que d'une cuillère pour m'évader,1
On sortira d'là en coupant l'grillage,1
"Des braqueurs de fret, de centre de triage",0
"Ça sent pas l'sapin, ça pue l’embrayage",1
"En c'moment c'est tendu, on sort pas d'nos villes",1
"T'as pas vu mon pif', me prends pas d'profil",0
"Va niquer ta mère, ça fait 4 mots pile",0
Sortie 4 pots plats,1
",",0
go fast en batmobile,1
"Kader est sorti, bre-som raquetteur",0
On trahi pas la honda,1
", gros, t'as craqué",0
J'arrive dans ton club pour chanter une heure,1
En partant j'récupère tout c'que t'as claqué,1
"Qu'elle descende son jean, qu'elle garde ses talons",0
"Devant Fianso, tu verras qu'elle dit pas non",0
Marche arrière cassée,1
", j'ai visé l",0
'harki,1
La balle qui est partie revient pas dans l'canon,0
J'rap mon style de vie tant qu'il reste du flow,1
"Grand frère, j'ai frappé, j'ai pris 28 plots",0
"J'suis dans la dream team, j'récupère ma prime",0
"À l'heure de ton crime, j'ai pris ta Hublot",1
"J'sais pas dire adieu, j'sais pas dire ""je t'aime""",0
"Le démon sorti, j'me retiens plus : courez !",1
"Les regrets me tuent, les souvenirs me prennent",0
Dans la nuit j'appelle mon père quand j'suis bourré,0
Fianso,1
[Refrain],0
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
L'équipe est toka,1
"(ish, ish)",1
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
"Alger, Paris, Bagdad (",0
"ouais, ouais",0
),0
[Outro],0
"Ish, ish",1
"Ish, ish",1
"Ish, ish",1
"Ish, ish",1
"Ouais, ouais",0
"Ouais, ouais",0
"Ouais, ouais",0
"Ouais, ouais",0
"Ish, ish",1
"Ish, ish",1
"Ish, ish",1
"Ish, ish",1
"Ouais, ouais",0
"Ouais, ouais",0
"Ouais, ouais",0
"Ouais, ouais",0
