line,annotated
[Hook],0
"Aye Chief Sosa, how you do it? (Do what?)",0
"Smoke that dope like that, you a fool",0
"I'm in that Audi, that bitch is tall",0
"Me and my closet, look like the mall",0
Two-hundred miles,0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
[Verse 1],0
"The early bird get the first worm, go",0
"Cops can't come in here without no search warrant, no",0
Sosa do you love any these bitches? No,0
"In that all white Wraith, bitch, I'm playin' in the snow",0
"I got that jocker now, we can just spark it out",0
"You want to talk it out, what is you talkin' 'bout?",0
"I up the pistol, there's nothin' to talk about",0
"I was just juggin', and thuggin', and ballin' out",0
"I was just hoppin' out, bitches was fallin' out",0
I'm in that big all white body I'm wildin' out,0
"I was just hoppin' out, bitches was fallin' out",0
I'm in that big all white body I'm wildin' out,0
[Hook],0
"Aye Chief Sosa, how you do it? (Do what?)",0
"Smoke that dope like that, you a fool",0
"I'm in that all, that bitch is tall",0
"Me and my closet, look like the mall",0
Two-hundred miles,0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
[Verse 2],0
"It's 8 in the mornin' and I'm snorin', yawnin'",0
"Now I'm up in the foreign, doin' somethin' important",0
Smokin' the dope and countin' the profit,0
And makin' the serves and billin' these corners,0
"Feds pull me over, they say I look loaded",0
"I'm saying, ""No sir, it's just marijuana""",0
"I know you hear me, I'm kickin' persona",0
I got a four nickel up in the bomber,0
What's my portfolio? My name is Julio,0
I'm goin' coolio up in the Louis coat,0
Big ass clip on me and it shoot a movie though,0
You do not want to be up in that movie though,0
Your hoe just pulled up and gave me that coochie though,0
Gave me the top and gave me the booty though,0
"You not a gangster, you really a goofy though",0
"You not a gangster, you really a goofy though",0
[Hook],0
"Aye Chief Sosa, how you do it? (Do what?)",0
"Smoke that dope like that, you a fool",0
"I'm in that all, that bitch is tall",0
"Me and my closet, look like the mall",0
Two-hundred miles,0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
[Verse 3],0
"I'm so high, I'm screamin' out dopey",0
I'm about to win me a trophy,0
Bitches is tryin' to blow me,0
"Look at my ice, it's snowy",0
"Look in my eyes, it's Kobe",0
"Look at the coupe, it's floatin'",0
Bitch sendin' me emojis,0
Hit her with the stogie,0
Fah fah bitch it's lit,0
Litter than a bitch,0
Step in my arsenal,0
I've been doin' extended shit,0
She got one night and a man,0
She shoes tryin' to stand this shit,0
I told her that that ain't happenin',0
We might as well end this shit,0
"I'm throwin' bands in the club, and I'm so high",0
"You need to put some season on your beef nigga, 'cause that shit's so dry",0
[Hook],0
"Aye Chief Sosa, how you do it? (Do what?)",0
"Smoke that dope like that, you a fool",0
"I'm in that all, that bitch is tall",0
"Me and my closet, look like the mall",0
Two-hundred miles,0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
"Go, go, go, go, go, go",0
