line,annotated
[Hook],0
"Six-foot, seven-foot, eight-foot bunch",1
"Six-foot, seven-foot, eight-foot bunch",1
[Verse 1: Lil Wayne],0
"Excuse my charisma, vodka with a spritzer",0
Swagger down pat; call my shit Patricia,0
Young Money militia,1
and I am the commissioner,1
You no wan' start Weezy ‘cause the 'F' is for finisher,1
"So misunderstood, but what's a world without enigma?",1
Two bitches at the same time; synchronized swimmers,0
Got the girl twisted ‘cause she open when you twist her,1
"Never met the bitch, but I fuck her like I missed her",1
"Life is the bitch, and death is her sister",1
Sleep is the cousin—what a fuckin' family picture,1
"You know Father Time, and we all know Mother Nature",1
"It's all in the family, but I am of no relation",1
"No matter who's buyin', I'm a celebration",0
Black and white diamonds; fuck segregation,1
"Fuck that shit, my money up,",0
you niggas just Honey Nut,1
"Young Money runnin' shit, and you niggas just runner-ups",1
"I don't feel I done enough, so I'ma keep on doin' this shit",0
Lil Tunechi or Young Tuna Fish,1
[Hook],0
"Six-foot, seven-foot, eight-foot bunch",1
"Six-foot, seven-foot, eight-foot bunch",1
I'm goin' back in…,0
[Verse 2: Lil Wayne],0
"Okay, I lost my mind, it's somewhere out there stranded",1
I think you stand under me if you don't understand me,0
Had my heart broken by this woman named Tammy,1
"But hoes gon' be hoes, so I couldn't blame Tammy",1
"Just talked to Moms, told her she the sweetest",0
I beat the beat up; call it self-defense,0
"Swear, man, I be seein' through these niggas like sequins",0
"Niggas think they He-Men, pow, pow, the end",1
Talkin' to myself because I am my own consultant,1
"Married to the money, fuck the world; that's adultery",1
"You full of shit, you close your mouth and let yo' ass talk",1
"Young Money eatin', all you haters do is add salt",1
"Stop playin', bitch, I got this game on deadbolt",0
Mind so sharp I fuck around and cut my head off,1
Real nigga all day and tomorrow,1
But these motherfuckers talkin' crazy like they jaw broke,1
"Glass half empty, half full, I'll spill ya",1
Try me and run into a wall; outfielder,1
You know I'ma ball 'til they turn off the field lights,1
"The fruits of my labor, I enjoy 'em while they still ripe",1
"Bitch, stop playin', I do it like a king do",1
"If these niggas animals, then I'ma have a mink soon",1
Tell 'em bitches I say put my name on the wall,1
"I speak the truth, but I guess that's a foreign language to y'all",1
"And I call it like I see it, and my glasses on",0
But most of y'all don't get the picture 'less the flash is on,1
"Satisfied with nothin', you don't know the half of it",1
"Young Money, Cash Money",1
"Paper chasin', tell that paper, ""Look, I'm right behind ya""",1
"Bitch, real Gs move in silence like lasagna",1
"People say I'm borderline crazy, sorta kinda",1
"Woman of my dreams, I don't sleep so I can't find her",1
"You niggas are gelatin,",1
peanuts to an elephant,1
I got through that sentence like a subject and a predicate,1
"Yeah, with a swag you would kill for",0
Money too strong; pockets on bodybuilder,1
"Jumped in a wishin' well, now wish me well",1
"Tell 'em kiss my ass, call it kiss and tell",1
[Verse 3: Cory Gunz],1
"Word to my mama, I'm out of my lima bean",1
Don't wanna see what that drama mean,1
Get some Dramamine,1
"Llama scream,",1
hotter than summer sun on a Ghana queen,1
"Now all I want is hits, bitch, Wayne signed a fiend",1
"I played the side for you niggas that's tryna front, and see",1
"Son of Gun,",1
"Son of Sam,",1
you nigga's the son of me,0
"Pause for this dumber speech,",1
I glow like Buddha,1
"Disturb me, and you'll be all over the flo' like Luda",1
"Bitch, I flow like scuba, bitch,",1
I'm bold like Cuba,1
"And I keep a killer ho, she gon' blow right through ya",1
"I be mackin', 'bout my stackin', now I pack like a mover",1
Shout to ratchet for backin' out on behalf of my shooter,1
"Niggas think they high as I, I come laugh at your ruler",1
"Cash Money cold, bitch, but our actions is cooler",1
"Wayne, these niggas out they mind",1
I done told these fuck niggas so many times,1
That I keep them bucks steady on my mind,1
"Tuck these, I fuck these on your mind, pause",1
"To feed them, on my grind, did I get a little love",0
Keep throwin' my sign in the middle,0
"Hit 'em up, piece on my side",1
"‘Cause ain't no peace on my side, bitch",1
"I'm a man, I visit urinals with pride",1
"Tune told me to,",1
I'm shootin' when the funeral outside,1
"I'm uptown,",1
"thoroughbred,",1
"a BX nigga,",1
ya heard?,1
Gunna,0
