line,annotated
[Verse: 1],0
My chopper hit the folks,1
Like he came with Meechie,1
My chopper stomp a bitch,0
I think he came with Reese,0
Pull up on your bitch like she begging,0
Think she's pleased to meet me,0
"This FN watch it skip, scratch it like a CD",0
"For my ex bitch, for my old partners",0
Finger fuck my new choppers,0
Slice you like a cucumber,0
X you out,1
Circle you in,1
I'm a triangle,1
Boy yous a square,1
"This pistol hit a nigga, like he hit him first",0
"Fill out this Glo job application, he gonna give you work",0
"Boy you like an ant, bite me, how could it hurt?",0
"You see I fell up in a Glo hole, its dripping' off my shirt",0
"Go ahead stand up, its a man down",0
Steve Austin hit a nigga with a smackdown,0
Chopper sing like its signed to the Mo Town,1
Think he hot come threw its a fend down,0
"Before I pop, better bring the rubber bands out",0
"Cut off your wrist, fuck a hand out",0
On the roof throwing thousand dollar clothes down,0
You ain't getting money nigga sit down,0
Little girl there's an elephant in the house,0
"3 blunts, half an ounce",0
Got some P's and I'm passing them out,0
"Run off, [?] mouth, no shout",0
"Say you want back your bitch? Well, imma be done in an hour",0
"Fuck her in my nice ass shower, you can be calling for hours",0
"Come through blowing like a whistle, I forget you",0
I won't even remember that shit,0
"Pull up on a fuck nigga, whats up nigga?",0
He said he ain't with none of that shit,0
"Riding round with the pipes, and a couple bowls of loud",0
I can go to jail for that shit,0
"But cops can't knock me down, get right out make bail for that shit",0
"Niggas think that its sweet, Valentines Day AR-14 come say he love you",0
"I was talking bout the money, told your bitch not now I'm riding round with my boo",0
"Hey boy I dare you nothing, get mixed in a bowl with the fruits",0
"This blender hit ya ass, he gon turn into Juicy Fruit",0
"Why I always hop in my car, Sosa where you going? I'm going far",0
Blowing shit up like a bomb,0
9/11 folks nem not a fire,0
All this ice on my arm,0
I think i need to go and get shots,0
Put circles all up on your shirt,0
I think we need to go and get a box,0
