line,annotated
[Intro],0
"Woah, Heh",1
"ChaseTheMoney, ChaseTheMoney!",1
"Bitch be for real, huh",1
[Verse 1],0
"Let's make a deal, bitch be for real",1
Is you off a pill? Okay,1
"Let’s make a deal, Rumpelstiltskin (Hm)",1
She wanna see my purple pickle up in the wind (Okay!),1
"Chancletas off, bitch get in (Ayy, ayy)",1
"And if your nigga don't like me, hit chinny-chin-chin (Huh)",1
"Bitch, I'm hotter than a pepper, no mint (Huh)",1
"Big stepper, no stilts, big tilt, uh",1
"1K, bought my bitch a new kilt, uh (Yup)",1
"New skirt, I skrrt, big drift, uh (Yup)",1
"New grills, 10K, big lisp, uh",1
"Diamonds dancin’ on my fist, no disc, uh",1
"Gimme lips, rock band like KISS, uh",1
"Remember days, me and X hittin' licks",1
[Chorus],0
"Guantanamera, we hit a lick on your bitch",1
"I'm a Goodfella, Maison Margiela my kick, uh",1
"I am faucet failure, my nigga, I got drip, uh",1
"Ashin' on your bitch, this that Pokémon trainer shit, uh",1
"Who's this? He should be in cockpit, uh",1
"'Cause I'm flyer than a fuckin' ostrich, uh (Okay)",1
"On my wood, that bitch won’t give me polish, uh",1
"I’ma put my foot up in it, sock it",1
"Who's this? He should be in cockpit, uh",1
"’Cause I'm flyer than a fuckin' ostrich, uh",1
"On my wood, that bitch won't give me polish, huh",1
"I am constructor, that bitch I demolish, ayy",1
[Verse 2],0
"Yes give me, a girl from Disney",1
"And a Happy Meal, pretty please don’t gyp me",1
"On fries (Ketchup!), on the guys, uh-huh",1
"McDonalds 'cause they still sellin' pies, uh-huh",1
"Just bought a new suit, got mob ties, uh-huh",1
"Said he want beef, pull up, Five Guys, uh-huh",1
"Yes I'm fire, lil' different like pumpkin fries",1
"Um, hol' up, uh, where's my weed guys? (Huh?)",1
[Chorus],0
"Guantanamera, we hit a lick on your bitch",1
"I'm a Goodfella, Maison Margiela my kick, uh",1
"I am faucet failure, my nigga, I got drip, uh",1
"Ashin' on your bitch, this that Pokémon trainer shit, uh",1
"Who's this? He should be in cockpit, uh",1
"'Cause I'm flyer than a fuckin' ostrich, uh",1
"On my wood, that bitch won't give me polish, uh",1
"I'ma put my foot up in it, sock it",1
"Who's this? He should be in cockpit, uh",1
"'Cause I'm flyer than a fuckin' ostrich, uh",1
"On my wood, that bitch won't give me polish, huh",1
"I am constructor, that bitch I demolish, ayy",1
[Outro],0
"ChaseTheMoney, ChaseTheMoney",1
