line,annotated
[Chorus],0
"Ran up with some ho, and he ran off as a ghost",1
"Chopper with a stock, and a dick, and a scope",1
"She say she was sleep, she say, ""Tay-K, now I'm woke""",0
"Come here, bitch, throat, oh, oh, oh, oh",0
[Verse],0
Try to play me like a pussy nigga and it won't work,0
"Choppa with the stock, it's gon' kick, but it won't hurt",1
"Turn this bitch sideways, rip him like some homework",0
Sneak up in his trap under the bed like a monster,0
"Pop up out the cut with the choppa, who's the owner?",1
"Today you're not a trap-star, today you are a donor",1
"I don't wanna cool it with the thot, I'm tryna bone her",0
She throw the pussy on me like I put it in a corner,0
"I made a movie with a opp thot, she say I cloned her",1
"She got Stussy on, that bitch basic and this won't work",1
"Every slug hot, like a rapper at a concert",1
"She says peep game, play her like some poker",0
"I said, ""Yes"" dentist said, ""Are you a smoker?""",0
OG cookies and pussy niggas 'cause I do both,0
"And I asked her what the dick did, ""It murder"" she wrote",0
"And she wanna give me more head, but my dick hurt her throat",0
"Come here, bitch, oh, oh, oh, oh, oh",0
"Choppa with a stock, and a dick, and a scope",1
"Run up on Lil Tay-K, you ain't runnin', you gon' float",0
"She don't like Bloods, says she never had a Loc",0
Coppers pull us over then we runnin' like a hoe,0
"And if they get too close, we get to dumpin' like a hoe",1
Have them doctors cuttin' heads in like a pumpkin in this hoe,0
And my whole gang stackin' like a bunk bed in this hoe,0
[Chorus],0
"He ran up with some ho, and he ran off as a ghost",1
"Chopper with a stock, and a dick, and a scope",1
"She say she was sleep, she say, ""Tay-K, now I'm woke""",0
"Come here, bitch, throat, oh, oh, oh, oh",0
"Come here, bitch, throat, oh, oh, oh, oh",0
"Chopper with a stock, and a dick, and a scope",1
"Run up on Lil Tay-K, you ain't runnin', you gon' float",0
"Come here, bitch, oh, oh, oh, oh, oh",0
