line,annotated
[Chorus],0
I had a .30 in my Hollister,0
Now I go in Gucci and I cop it all,0
Get out the way if you're not involved,0
"Do me a favor, knock it off",0
"Bang, bang, bang",0
[Verse 1],0
Don't approch me if it ain't 'bout money,0
Boy you know how I'm comin',0
"No, I cannot pull up",0
She say I'm actin' funny,0
"I hop out, get bags of money",0
Rock out like Led Zep-pelin,0
"Thot like, ""What you up to?"" Nothin'",0
She let me fuck this mornin',0
Went and picked up a bag,0
These niggas is stealin' swag,0
I cannot fuck with you,0
If you don't fuck with gang,0
Roll up and blow your brain,0
"Roll up, it's to the brain",0
Your life spent on my chain,0
She unbutton these Balmains,0
It's,0
300,1
", them guys with me",0
"We 'bout it, no Master P",0
Smokin' this celery,0
Countin' a salary,0
You did not ride with me,0
'Cause you were doubtin' me,0
You could've had your name on a Big Falcon tee,0
[Pre-Chorus],0
"I'm swervin', I'm not suburban",0
"We ain't worried, yeah, we searchin'",0
"Don't get nervous, eat this bird shit",0
"We at it early, mac burnin'",0
[Chorus],0
I had a .30 in my Hollister,1
Now I go in Gucci and I cop it all,0
Get out the way if you're not involved,0
"Do me a favor, knock it off",0
"Bang, bang, bang",0
[Verse 2],0
You know I got them thousands,0
And they in my trousers,0
I'll buy a bag of weed,0
With your allowance,0
"Buy some kicks, it's gon' round me",0
To the nearest thousands,0
Too much damn dino juice,0
I'm feelin' lousy,0
You like to copy,0
I have the hobbies,0
Don't make me sign Turbo,0
On your autopsy,0
You're with your possé,0
We got a shotty,0
I am with ISIS,0
You cannot stop me,0
"With gang, I blow dope with them",0
We be like on folks and them,0
"Sippin' all this lean, baby",0
Can you tell me somethin',0
Am I slurrin'?,0
Am I slurrin'?,0
Bitches say I look better in person,0
[Pre-Chorus],0
"I'm swervin', I'm not suburban",0
"We ain't worried, yeah, we searchin'",0
"Don't get nervous, eat this bird shit",0
"We at it early, mac burnin'",0
[Chorus],0
I had a .30 in my Hollister,1
Now I go in Gucci and I cop it all,1
Get out the way if you're not involved,0
"Do me a favor, knock it off",0
"Bang, bang, bang",0
[Verse 3],0
I'm ridin' with my soldiers,0
Fast roller coaster,0
If you don't understand me,0
"Blah, go the toaster",0
I'm hard on my motor,0
I am not a loafer,0
You don't want no cancer,0
I keep the toaster,0
You know I got the piece,0
And a pound of weed,0
This weed ain't got no seeds,0
Your bed ain't got no freak,0
I just po'd up four threes,0
You're runnin' out of lean,0
I just wanna be on Forbes,0
I'm runnin' out of dreams,0
[Pre-Chorus],0
"I'm swervin', I'm not suburban",0
"We ain't worried, yeah, we searchin'",0
"Don't get nervous, eat this bird shit",0
"We at it early, mac burnin'",0
[Chorus],0
I had a .30 in my Hollister,0
Now I go in Gucci and I cop it all,0
Get out the way if you're not involved,0
"Do me a favor, knock it off",0
"Bang, bang, bang",0
