line,annotated
[Intro],0
Nard & B,1
TrenchWerk,1
[Chorus: Quavo],0
(Ayy) Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (White)",1
Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (Yeah)",1
[Pre-Chorus: Takeoff],0
Young nigga poppin' with a pocket full of cottage (Ayy),1
"Woah kemosabe, chopper aimin' at your noggin (Ayy)",1
"Had to cop the Audi, then the top, I had to chop it (Skrt skrt)",1
"Niggas pocket watchin', so I gotta keep the rocket (Grrah)",1
[Verse 1: Takeoff],0
"Neck water faucet (Water), mockingbirds mocking (Woo)",1
"Act pint, stocking, nats keep thotting (Nat)",1
"Wrist on hockey (Hockey), wrist on rocky (Rocky)",1
"Lotta niggas copy, huh, name someone can stop me (No one)",1
"Bitches call me papi (Bitch!), 'sace that's my hobby ('Sace)",1
"Scotty on the molly, pocket rocket from O'Reilly (Grrah)",1
"One off in the chamber, ain't no need for me to cock it (Uh)",1
Niggas get to droppin' when that Draco get to poppin' (Frrr),1
"All I want is cottage, roll a cigar full of broccoli (Cookie)",1
"No check, want all cash, nigga, I don't do deposits (Uh-uh)",1
"Bitches cross the border, nigga, bitches from the tropics (Whew)",1
"I'ma get that bag, nigga, ain't no doubt about it (Yah)",1
"I'ma feed my family, nigga, ain't no way around it (Family)",1
"Ain't gon' never let up nigga, God said show my talent (Show it)",1
"Young nigga with the Anna, walkin' with the hammer (Grrah)",1
"Talkin' country grammar, nigga",1
Straight out Nawf Atlanta (Nawfside),1
[Pre-Chorus: Takeoff],0
Young nigga poppin' with a pocket full of cottage (Ayy),1
"Woah kemosabe, chopper aimin' at your noggin (Ayy)",1
"Had to cop the Audi, then the top, I had to chop it (Skrt skrt)",1
"Niggas pocket watchin', so I gotta keep the rocket (Ayy)",1
[Chorus: Quavo],0
(Ayy) Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (White)",1
Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (Yeah)",1
[Post-Chorus: Quavo],0
Mama told you,1
Mama told me (Mama) not to sell work,1
Mama told you (Mama),1
"Seventeen five, same color T-shirt (White)",1
[Verse 2: Quavo],0
"1995 (90s), 2005 (2000s)",1
"Seen it with my eyes (Seen it), dope still alive (Dope)",1
"Real mob ties (Mob), real frog eyes (Frog)",1
"Real whole pies (Woh), all-time high (High)",1
Do it for the culture (Culture),1
They gon' bite like vultures (Vultures),1
Way back when (Woh) I was trappin' out Toyotas (Skrrt skrrt),1
"I'ma hit the gas (Gas), 12 can't pull me over (12)",1
"Space coupe, Quavo Yoda, pourin' drank in sodas",1
[Verse 3: Offset],0
"I get high on my own, sir, heard you gon' clone, sir",1
"Stop all that flexin', young nigga don't wanna go there",1
"Never been a gopher (No), but I always been a soldier",1
"Young niggas in the cut (Wooh), posted like a vulture (Wah)",1
"Divin' off the stage (Yeah) in the crowd, it's a mosh pit",1
"Yeah, shawty bad, but she broke 'cause she don't own shit",1
"Mama asked me (Mama), ""Son, when the trappin' gon' quit?"" (Mama)",1
I been ridin' 'round (Wooh) through the city in my new bitch (Skkrt),0
[Pre-Chorus: Takeoff],0
Young nigga poppin' with a pocket full of cottage (Ayy),1
"Woah kemosabe, chopper aimin' at your noggin (Ayy)",1
"Had to cop the Audi, then the top, I had to chop it (Skrt skrt)",1
"Niggas pocket watchin', so I gotta keep the rocket (Ayy)",1
[Chorus: Quavo],0
(Ayy) Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (White)",1
Mama told me (Ayy) not to sell work (Mama),1
"Seventeen five, same color T-shirt (Yeah)",1
"Mama told you, mama told you",1
