line,annotated
[Intro],0
"I-I-I'm Lil Tay-K, I don't think you want no action (Gang, gang)",0
"You want action, you get turned into past tense (In the past)",1
"Your boys deep? Well, let's get to subtractin' (Pow, pow)",1
"Smith & Wesson made my 9 with subcompaction (Skrrt, skrrt)",1
[Chorus],0
"Fu-fu-fuck a beat, I was tryna beat a case (Gang, gang)",1
"But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)",1
"Beat it up, where I nut? Shorty face (Lil bitch)",0
Eli blast crackin' 4s like a vase (Gang),1
Pop a nigga then I go out my way (Skrrt),1
Do the dash then I go out the way,0
"Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)",1
We tryna see a hunnit bands in our face,1
[Verse],0
Pimp gon' be eatin' good noodles every day (Free Pimp),1
"Bitch, I'm drawin' doodles, Tay-K, paint the way (You're a simp)",1
Choppa tear your dudies into fish fillet (Lil bitch),1
"I-I-I woke up too moody, who gon' die today? (Skrrt)",1
"Shoot a fuckboy in his mothafuckin' face (Grrah, grrah)",1
"We-we-we cookin' up, boy, you don't wanna go dat way (Dat way, dat way)",1
"Gotta go dat way, you get robbed for your rackades (Rackades, rackades)",1
"Gotta go dat way, boy, you not gon' be happy (Hahaha)",1
"I-I-I tote 50s, I'm a shooter like Young Pappy (Pew)",1
"Bitch try to rob, we make her dance, Michael Jackson (Skrrt)",1
"We was plottin', y'all was tryna get the pack in (Lil bitch)",1
"Get the pack in, you get robbed for a fraction (Gimme that shit)",1
"I-I-I'm Lil Tay-K, I don't think you want no action",0
"You want action, you get turned into past tense",1
"Your boys deep? Well, let's get to subtractin'",1
Smith & Wesson made my 9 with subcompaction,1
[Chorus],0
"Fu-fu-fuck a beat, I was tryna beat a case",1
"But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)",1
"Beat it up, where I nut? Shorty face (Gang, gang)",0
Eli blast crackin' 4s like a vase,1
"Pop a nigga then I go out my way (Grra, grra)",1
Do the dash then I go out the way,0
"Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)",1
We tryna see a hunnit bands in our face,1
"Fu-fu-fuck a beat, I was tryna beat a case (Gang, gang)",1
"But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)",1
"Beat it up, where I nut? Shorty face (Lil bitch)",0
Eli blast crackin' 4s like a vase (Gang),1
Pop a nigga then I go out my way (Skrrt),1
Do the dash then I go out the way,0
"Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)",1
We tryna see a hunnit bands in our face,1
[Outro],0
See it in my mothafuckin' face,0
