line,annotated
[Verse 1],0
Memo finna start acting out if I don't see him soon,1
"Yeah my best friend ain't backing out, it's still on sight, fool",1
I'm the only one out here on the night loops,1
I'm the only one out here on the night loops,1
"Trophy case still light, body need a race stripe",1
And these minerals on my body break light,1
And these reds on my body brakelight,1
New man comin' up ahead on his own two,1
Is you a natural blondie like Goku?,1
Sleepin' on my belly in a loop like a serpent,1
Talking Heads ripplin' on the surface,1
[Pre-Chorus],0
"Eyes low, chin heavy, shoegazer",1
"Moonwalkin', R.I.P. Stanley Kubrick",1
"You had you some birthdays, could you prove it?",1
Show me the wisdom in your movement,1
Show me some wisdom in your movement,1
[Chorus],0
Feelings you provide,0
Feelings you provide,0
"I know, I know",0
"The feelings I, the feelings, I know, I",0
Feelings you provide,0
Feelings you provide,0
"I know, I know",0
"The feelings, I know it, the feelings, I, I",0
[Bridge],0
Tonight I might change my life,0
If you lived like I live,0
You couldn't live without it,0
Said I'd be your new best friend,0
But what more? Yeah,0
Ain't too late to out,0
"Ooh, ooh, ooh, ahhh",0
"Provide, provide
Pro...",0
"Ooh, oooh, oooh",0
"Tonight I might change my life, all for you",0
All for you (,0
Provide,0
),0
[Verse 2],0
"Provided, diamond lane that didn't exist",1
Packed the Astro van and brought my kids through,1
"Prada tee on the eldest, throw the Gildan on the children",1
Hand-me-down fits,1
"Chest pass, see mist off rotation (Swish, swisha)",1
"Stiff smile just like I'm Aphex Twin (Yeah, come to daddy, yeah)",1
"Pat the Patagonia pockets, tryna find my zip (uh, where it's at? Yeah)",1
"Blunt twist, tightropes, I'm not fallin' off (",0
"never that, no",0
),0
"Watch friends, go pro through fisheye lens, drownin' off clear",1
"I just saw JAWS, divin' under influence",1
Been feelin' like the Lord just out of reach for me (for me),1
How I feel lettin' man speak,1
How I feel lettin' man speak for me (for me),1
"Holyfield, keep your ears split for me",1
Can't show my face if you spit for me,1
"Spit for me, yeah",1
[Pre-Chorus],0
"Eyes low, chin heavy shoegazer",1
"Moonwalkin', R.I.P. Stanley Kubrick",1
"You had you some birthdays, could you prove it?",1
Show me the wisdom in your movement,1
Show me some wisdom in your movement,1
[Chorus],0
Feelings you provide,0
Feelings you provide,0
"I know, I know",0
"The feelings I, the feelings, I know, I",0
Feelings you provide,0
Feelings you provide,0
"I know, I know",0
"The feelings, I know it, the feelings, I, I",0
[Outro],0
"Tonight I might change my life, all for you",0
All for you (provide),0
