line,annotated
[Intro],0
"Hah, hah, hah, hah, yeah, yeah",0
What it is player?,0
"(You player, it's all about you",0
How you gon' say that man),0
If I had your hand I'd turn mine in,0
"(Far as I'm concerned, if I had your hand, I cut mines off)",0
"Hah man, you know man, I'm just dealing that hoe money",0
You know hoe money is slow money but it's sho' money,0
"(Check this out man, you run up on your bitches",0
This is what you tell 'em,0
"Stick they hands in they panties, grab that knot",0
"Stick they arm in a car window, drop it like it's hot)",0
[Verse 1],0
"Uhh, I talk jewels and spit diamonds",1
:,0
all cherry,1
"Like a hymen, when I'm rhyming with remarkable timing",1
"Caviar and silk dreams, my voice is linen",1
Spitting venom up in the minds of young women,1
Mink thoughts to think thoughts type similar,0
"Might you remember, my shit is cold like December",0
"Smoother than Persian rugs,",0
 the cashmere,1
Chromosomes make a nigga Jigga,1
-,0
"Jay-Z, lethal drugs",1
"18-carat gold pen, when it hits the sheets",1
Words worth a million like I'm rapping them through platinum teeth,1
"I got the Grey Poupon,",0
 you been warned,1
'Cause all beef return well done filet mignon,1
"The Don,",0
smell of Dom on my breath as I,1
Yawn,1
", (slow) when you hoes try to con a pro",0
"As if you didn't know, Jay's about getting dough",0
Spitting flow like fine wines down your earlobe,1
I'm smooth but deadly like a pearl handled pistol,0
Honeys hum in melody when I rub it like crystal,1
"The proper etiquette, when I drop the subject verb",0
"Then the predicate, with this rich nigga rhetoric",0
"I'm solid gold, I",0
rap like a mink stole,1
I stick pearl tongues your world'll never know,1
"From New York to Paris, the vocal style vary",1
From nice to deadly like a bad bag of D,1
",",0
Now,1
Notice the child,1
swift like a Lotus,0
Focus on the loc' I be the greatest nigga that wrote it,1
"Return of the Jedi, from Rio De Janeiro on the red eye",1
Yet I still feel the need to be fly,1
I did die when I'm rapping then slide like satin,0
You know the black I white china in the brain cabinet,1
I never cry if I did I'd cry ice,0
"From my nigga Sauce, I hit you with this advice",0
"Life's short, so play hard and stick hard",0
And the only time you love them is when your dick hard,0
[Interlude],0
Whoooh! (That's cashmere baby),0
"Nah, you know, that's just laid back man",0
"(Man, shit, J to the A to the Y to the Z)",0
Cashmere baby,0
(Motherfucking pimp that's what he be),0
Cashmere baby,0
(It don't get no hotter than that baby),0
"Sho' yo right, sho' yo right",0
(Them niggas know),0
[Verse 2],0
"Check it out, check it out",0
Ghetto's Errol Flynn,1
", hot like heroin",0
Young pimps is sterile when I pimp through your borough and,0
I gotta keep your tricks intact,0
"'Cause I walk like a p-iyimp, talk like a mack, man",0
"The star player, the golden bar layer",0
"The sweet Ms. Fine Thing puh-layah, sho' yo right",0
"I'm game tight, so why should it change tonight?",0
Go tell your peeps dog I'm lethal until it ain't right,0
I pimp hard on a trick: look,0
"Fuck if your leg broke bitch, hop up on your good foot...",0
