line,annotated
[Produced by Timbaland],1
[Intro],0
You're now tuned into the muh'fuckin' greatest (Jigga),1
Turn the music up in the headphones (Jigga),1
"Tim, you can go and brush your shoulder off, nigga",0
"I got you, yeah, uhh",0
[Chorus],0
If you feeling like a pimp,1
"Nigga, go and brush your shoulders off",1
"Ladies is pimps too, go and brush your shoulders off",1
"Niggas is crazy, baby, don't forget that boy told you",1
Get that dirt off your shoulder,1
[Verse 1],0
"I probably owe it to y'all, probably be locked by the force",1
Tryin' to hustle some things that go with the Porsche,0
"Feelin' no remorse, feelin' like my hand was forced",0
"Middle finger to the law, nigga, grippin' my balls",0
"Said the ladies, they love me, from the bleachers they screamin'",1
"All the ballers is bouncin', they like the way I be leanin'",0
All the rappers be hatin' off the track that I'm makin',0
"But all the hustlers, they love it, just to see one of us make it",0
"Came from the bottom of the bottom, to the top of the pops",1
"Nigga, London, Japan and I'm straight off the block",0
"Like a running back, get it? Man, I'm straight off the block",1
"I can run it back, nigga, ‘cause I'm straight with the Roc",0
[Chorus],0
If you feeling like a pimp,1
"Nigga, go and brush your shoulders off",1
"Ladies is pimps too, go and brush your shoulders off",1
"Niggas is crazy, baby, don't forget that boy told you",1
Get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
[Verse 2],0
"Your homie Hov' in position, in the kitchen with soda",1
"I just whipped up a watch, tryin' to get me a Rover",1
"Tryin' to stretch out the coca, like a wrestler, yessir",1
"Keep the Heckler close, you know them smokers'll test ya",0
"But, like, 52 cards went out, I'm through dealin'",1
"Now 52 bars come out, now you feel 'em",1
"Now 52 cars roll out, remove ceilin'",1
"In case 52 broads come out, now you chillin'",1
"With a boss, bitch, of course, S.C. on the sleeve",0
"At the 40/40 club, ESPN on the screen",1
"I paid a grip for the jeans, plus the slippers is clean",0
"No chrome on the wheels, I'm a grown-up for real",0
[Chorus],0
If you feeling like a pimp,1
"Nigga, go and brush your shoulders off",1
"Ladies is pimps too, go and brush your shoulders off",1
"Niggas is crazy, baby, don't forget that boy told you",1
"Get, that, dirt off your shoulder",1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
[Verse 3],0
"Your boy back in the building; Brooklyn, we back on the map",0
Me and my beautiful bee-itch,1
in the back of that 'Bach,0
"I'm the realest to run it, I just happen to rap",0
"I ain't gotta clap at 'em, niggas scared of that black",0
"I drop that Black Album, then I back out it",1
"As the best rapper alive, nigga, ask 'bout me",1
"From bricks to Billboards, from grams to Grammy's",0
From O's to opposite of Orphan Annie,1
"You gotta pardon Jay, for sellin' out the Garden in a day",0
I'm like a young Marvin in his hey',0
"I'm a hustler, homie, you a customer crony",1
Got some dirt on my shoulder; could you brush it off for me?,0
[Chorus],0
If you feeling like a pimp,1
"Nigga, go and brush your shoulders off",1
"Ladies is pimps too, go and brush your shoulders off",1
"Niggas is crazy, baby, don't forget that boy told you",1
"Get, that, dirt off your shoulder",1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
You gotta get that dirt off your shoulder,1
[Outro],0
You're now tuned into the mu'fuckin' greatest,1
"Best rapper alive, best rapper alive",1
