line,annotated
[Intro],0
"J. White, I need a beat, I can go off, on (Ooh)",0
[Chorus],0
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"I said go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), stop (Go)",1
"Go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), drop (Go)",1
[Verse 1],0
"Lil Sally Walker, uh, shake it proper, uh",1
"Bend it over, make it wobble, uh, got a lotta buns",1
"Pick it up and drop it, uh, for the proper funds",1
"Anything to make the profit come, get them dollars, hon'",1
Add that shit up just like mathematics,0
"If you do it for free, then it's ass backwards",0
All of you bitches is mad at me,0
Pro'ly mad 'cause you ain't in my tax bracket,0
You bitches is broker than glass crackin',0
"You ain't gon' do shit, you just act ratchet",0
"Play with me, you gon' get backhanded",0
I toot it up and look back at it,0
[Chorus],0
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"I said go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), stop (Go)",1
"Go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), drop (Go)",1
[Verse 2],0
"Watch me throw it back and toot it, they love how I do it, uh",0
"I'm the truth, you can't refuse it, plus my body's stupid, uh",0
"He wasn't even shot by Cupid, but your dude's a groupie, uh",0
You would think it's gettin' evicted how my booty movin' (yeah),1
"Better yet, I need a U-Haul",1
"One of a kind, I don't do malls",0
These bitches talk more than group calls,0
Shut the fuck up with them loose walls,1
"Matter fact, I'm not gon' go back and forth",1
With you bitches like Duval and Snoop Dogg,1
These bitches front like a new bra,0
Don't get your ass dragged like RuPaul,1
[Chorus],0
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"Lil Sally Walker, walkin' down the street",1
"She didn't know what to do, so she jumped in front of me",1
"I said go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), stop (Go)",1
"Go on, girl, do yo thang (Go)",1
"Do yo thang (Go), do yo thang (Go)",1
"Go on, girl, do yo thang (Go), do yo thang (Go), drop (Go)",1
[Outro],0
"Go, go, go",1
"Go, go, go (Do yo thang, stop)",1
"Go, go, go",1
"Go, go, go (Do yo thang, drop)",1
