line,annotated
[Hook],0
Don't sweat the technique,1
Don't sweat the technique,1
[Verse 1],0
Let's trace the hits and check the file,0
Let see who bit to detect the style,0
I flip the script so they can't get foul,1
"At least not now, it'll take a while",1
I change the pace to complete the beat,1
I drop the bass to MC's get weak,1
For every word they trace it's a scar they keep,1
"Cause when I speak, they freak to sweat the technique",1
I made my debut in '86,1
With a melody and a President's mix,1
And now I stay on target and refuse to miss,1
And I still make hits with beats,1
"Parties, clubs, in the cars and jeeps",1
My underground sound vibrates the streets,1
MC's wanna beef then I play for keeps,1
When they sweat the technique,0
[Hook],0
Don't sweat the technique,1
[Verse 2],0
They wanna know how many rhymes have I ripped and wrecked,1
But researchers never found all the pieces yet,1
Scientists try to solve the context,1
Philosophers are wondering what's next,1
Pieces are took to labs to observe them,1
"They couldn't absorb them, they didn't deserve them",0
My ideas are only for the audience's ears,0
"For my opponents, it might take years",1
Pencils and pens are swords,1
Letters put together from a key to chords,1
"I'm also a sculpture, formed with structure",1
"Because of my culture, I'm equipped to construct the",0
Technical styles that'll be full of technology,0
Complete sights and new heights after I get deep,1
You don't have to speak just seek,0
And peep the technique,1
[Hook],0
Never sweat the technique,1
[Verse 3],0
I speak indiscreet cause talk is cheap,0
Then I get deep in the beat then complete the,1
Poem's physique,1
", never weak or obsolete",0
"They never grow old, techniques become antiques",1
Better then something brand new cause it's real,1
And in a while the style’ll have much more value,1
"Classical, too intelligent to be radical",0
"Masterful, never irrelevant, mathematical",1
Here's some soothing souvenirs for all the years,0
"You fought and sought, the thoughts and ideas",0
It's cool when you freak to the beat,1
But don't sweat the technique,1
[Hook],0
Never sweat the technique,1
Don't sweat the technique,1
Don't sweat the technique,1
