line,annotated
[Intro],0
"Boom bye bye, chiki, boom bye bye",1
"Boom bye bye, chiki, boom bye bye",1
[Couplet 1 : Niska],0
"J'crois qu'la haine a remplacé l'amour (sku, sku)",1
"Le sang coule en bas d'la tour (boo, boo, boo)",1
"Avec le gang, on a fait les quatre cents coups (graa, graa)",0
On partait pour s'battre en cours (que du sale),0
"Le sale est fait, maintenant nos voitures sont propres (que du sale)",1
"Champtier-du-Coq, j'représente sans baisser l'froc (by-bye, bye)",0
"Quand sonnera l'heure, on ira se relaxer (se faire du bien)",0
"Mais pour l'instant j'continue d'les tabasser (ah oui, oui, oui)",0
"Après la guerre, rien à faire, j'retourne sur mes terres",0
"Pour niquer les keufs, d'temps en temps, j'baise une policière",0
"Après le crime, j'fume une clope, j'repense à la scène",1
"J'retourne à la tej, j'brûle mes sapes, j'reprends les affaires",1
[Pré-refrain : Niska],0
Brolique dans le jean au cas où c't'enfoiré fait du karaté,0
"Sur ma paire de gants, y a du sang de la street, j'ai pris mes codes ouais",0
Brolique dans le jean au cas où c't'enfoiré fait du karaté,0
"Boy, chez nous c'est la fête, avec rien, on s'ambiance",0
Issus de la jungle dans le 91,0
[Refrain],0
"Boom bye bye, chiki, boom bye bye",1
"Boom bye bye, chiki, boom bye bye",1
"Boom bye bye, chiki, boom bye bye (que du sale, que du sale)",1
"Boom bye bye, chiki, boom bye bye",1
[Couplet 2 : Niska],0
"Akhi, j'fume ma kétchi (hein), jeune, violent et têtu (têtu)",0
"Bitches, joue pas la tisse-mé (jamais), tu couches sinon Uber (Uber)",0
"Encore un tube sa mère (oui), humm, ça sent la SACEM (voilà)",0
"C'est moi qui donne les ordres (voilà), toi, t'es ttu-ba, la ferme (ta gueu...)",0
"Aristocratie dans l'bendo, c'est la fête, avant, c'était les machettes (machettes)",0
"Maintenant, on manie la gâchette (gâchette), les ennemis ont changé de cachette (oh)",0
"Numero uno dans l'game, j'ai la recette, avant, c'était la disette",0
"Depuis qu'j'les baise en brochette,, maintenant, il pleut des pépètes",0
Y a des impacts sur mon corps et des impacts sur ma berline,0
"(Boom bye bye, chiki, boom bye bye)",0
"J'ai rêvé du disque d'or, sur mon mur, j'ai mis du platine",1
"(Boom bye bye, chiki, boom bye bye)",0
"Ah donc, c'était ça, mon sort ? Faire des milliers d'livres sterling ?",0
"(Boom bye bye, chiki, boom bye bye)",0
Faut qu'j'entame une nouvelle page avant que le livre se termine,0
"(Boom bye bye, chiki, boom bye bye)",0
[Pré-refrain : Niska],0
Brolique dans le jean au cas où c't'enfoiré fait du karaté,1
"Sur ma paire de gants, y a du sang de la street, j'ai pris mes codes ouais",0
Brolique dans le jean au cas où c't'enfoiré fait du karaté,0
"Boy, chez nous c'est la fête, avec rien, on s'ambiance",0
Issus de la jungle dans le 91,0
[Refrain] x2,0
"Boom bye bye, chiki, boom bye bye",1
"Boom bye bye, chiki, boom bye bye",1
"Boom bye bye, chiki, boom bye bye (que du sale, que du sale)",1
"Boom bye bye, chiki, boom bye bye",1
[Outro : Niska],0
"J'suis v'nu faire du sale, j'suis v'nu représenter",0
"Depuis qu'j'ai barré les traîtres, bizarrement, j'me sens seul",0
"De la street au paradis, y a qu'une route qui t'emmène",0
"Ne pas traîner avec nous, ça évite les emmerdes",0
