line,annotated
[Refrain: Niro],0
"Tous ces jaloux veulent ta peau, mais t'inquiète poto y'a rien",1
Normal que l'on se fasse des ennemis dans le rap quand on fait ça bien,1
"Les rageux c'est comme les gens ou l'argent quand ça va, ça vient",0
"Fais le mal tout le monde s'en rappelle, fais le bien personne s'en souvient",1
"Y'a rien, y'a rien... Laisse les en chien",0
"A part la haine cousin ils ont rien,",0
R.A.S,1
"Y'a rien, y'a rien...",0
"Vont s'faire rafalé laisse les parler gros ils feront rien, RAS",0
Y'a walou...,1
[Couplet 1: Kery James],0
Les jaloux veulent ma peau mais t'inquiète y'a rien,0
Tant que les jaloux parlent trop c'est qu'il ne font rien,0
"À défaut d'avoir des causes, ils cherchent des prétextes",0
Ils sont jamais dans la cuisine mais veulent mon assiette,0
"Ils ont la haine, comme si je leur devait quelque chose",0
Ils surprennent comme des orties cachés dans un bouquet de rose,0
"On dirait que je suis un aimant, tellement ces mecs sont collants",0
"Je pourrai le faire rapidement, tellement que ces mecs sont trop lents",0
"Je les entend parler, mais je n'écoute pas ce qu'ils disent",0
"Je n'ai pas besoin de suivre leurs regards, pour savoir ce qu'ils visent",0
"Ces jaloux veulent ma place,",0
le constat est amer,1
"Ils préparent des coups de crasse, et osent m'appeler mon frère",1
J'ai mal à la colonne tellement c'est bas,1
Ils font des monologues et appellent ça des débats,1
Je n'ai pas survécu au 94 pour finir à genoux,0
"Contrairement aux sacs de frappes, moi je rends les coups",0
En tant que mec de tess' ils en peuvent pas m'impressionner,0
J'ai grandi avec L.A.S,1
ils peuvent pas m'pressionner,0
Fallait voir les cas sociaux de la,0
Demi Lune Team,1
T'avais l'impression que la misère faisait un casting,0
"Port-au-Prince, Congo, Mali, Bénin",0
Je sais même plus d'où je viens tellement je viens de loin,0
On dirait que j'ai atteint les côtes à la nage,0
Tellement j'ai le seum tellement j'ai la rage,0
[Refrain - Niro],0
[Pont: Niro] (x2),0
Y'a walou walou walou (Rien),1
Walou walou walou (Rien),1
"Walou (Rien), Walou (Rien)",1
Walou walou walou (Rien),1
[Couplet 2: Kery James],0
"Y'a pas foye, y'a pas drah, comme disent les Ivoiriens",0
C'est l'homme qui a peur sinon y a rien,0
"Qu'est-ce qui les pousse à mes pieds, si ce n'est la jalousie",0
"Qu'est-ce qui pourrait les stopper, si ce n'est le Uzi",1
Je refuse d'aller dans leur sens parce que je vaux mieux que ça,0
"Mais la violence, on dirait qu'ils ne comprennent que ça",0
"Menacer par les haineux, si je ne fais pas feu",0
"C'est pas parce que j'ai peur d'eux, mais parce que j'aime la banlieue",0
"Je sais que les miens comptent sur moi, je porte trop d'espoirs",0
"Ma défaite sera la mienne, ma victoire sera leur victoire",0
"Je peux devenir ghetto, brutal je dois le reconnaître",1
"La rue c'est comme le vélo, j'ai encore de mauvais réflexes",0
"J'essaye d'y arriver, sans me faire menotter",0
"Sans me déshabiller, et sans me faire carotter",0
"Demande à mes frères, je les ai tous fais croquer",0
"Qui peut dire le contraire, peut aussi me cloquer",0
Après ça tu veux fouiller dans mes poches,0
"Fais pas ta victime, si tu te fais mêler par mes proches",0
"Les jaloux c'est comme les terroristes, faut jamais négocier",0
"J'ai beau être pacifiste, j'ai toujours l'esprit guerrier",0
"Port-au-Prince, Congo, Mali, Bénin",0
Je sais même plus d'où je viens tellement je viens de loin,0
On dirait que j'ai atteint les côtes à la nage,0
Tellement j'ai le seum tellement j'ai la rage,0
[Refrain: Niro],0
"Y'a rien, y'a rien...",0
Vont s'faire rafaler laisse les parler gros ils feront rien,0
[Pont: Niro] (x2),0
